Index	IDFemaleAgingColony	StrainNameCurrent	EarTagNumberCurrent	EarTagNumberOriginal	Sex	DietCode	CauseOfDeath	AgeAtDeath	DateOfBirth	DateOfDeath	DateDietStart
557	FAC1893	BXD168	2331	2331	F	CD	Natural	967	07.20.2015	03.13.2018	11.03.2015
558	FAC1894	BXD168	2335	2335	F	CD	Natural	889	07.20.2015	12.25.2017	11.03.2015
559	FAC1902	BXD186	2341	2341	F	CD	Natural	869	07.15.2015	11.30.2017	11.03.2015
560	FAC1903	BXD186	2342	2342	F	CD	Natural	802	07.15.2015	09.24.2017	11.03.2015
561	FAC1908	BXD29	2347	2347	F	CD	Natural	1025	06.16.2015	04.06.2018	11.03.2015
562	FAC1912	BXD8	2351	2351	F	CD	Natural	604	06.23.2015	02.16.2017	11.03.2015
563	FAC1913	BXD8	2352	2352	F	CD	Natural	459	06.23.2015	09.24.2016	11.03.2015
564	FAC1916	BXD178	2360	2360	F	CD	Natural	727	07.22.2015	07.18.2017	11.03.2015
565	FAC1917	BXD178	2361	2361	F	CD	Natural	745	07.22.2015	08.05.2017	11.03.2015
566	FAC1920	BXD18	2356	2356	F	CD	Natural	600	06.30.2015	02.19.2017	11.03.2015
567	FAC1921	BXD18	2357	2357	F	CD	Natural	685	06.30.2015	05.15.2017	11.03.2015
568	FAC1924	BXD172	2364	2364	F	CD	Natural	662	07.31.2015	05.23.2017	11.03.2015
569	FAC1928	BXD171	2368	2368	F	CD	Natural	307	08.04.2015	06.06.2016	11.03.2015
570	FAC1930	BXD171	2370	2370	F	CD	Natural	556	08.04.2015	02.10.2017	11.03.2015
571	FAC1936	BXD86	2375	2375	F	CD	Natural	884	07.03.2015	12.03.2017	11.03.2015
572	FAC1940	BXD51	2379	2379	F	CD	Natural	865	09.13.2014	01.25.2017	11.03.2015
573	FAC1941	BXD51	2380	2380	F	CD	Natural	865	09.13.2014	01.25.2017	11.03.2015
574	FAC1942	BXD73b	2381	2381	F	CD	Natural	947	06.12.2015	01.14.2018	11.03.2015
575	FAC1943	BXD73b	2382	2382	F	CD	Natural	845	06.12.2015	10.04.2017	11.03.2015
576	FAC1947	BXD48	2386	2386	F	CD	Natural	705	06.04.2015	05.09.2017	11.03.2015
577	FAC1952	BXD98	2390	2390	F	CD	Natural	757	06.16.2015	07.12.2017	11.03.2015
578	FAC1955	BXD44	2393	2393	F	CD	Natural	524	06.22.2015	11.27.2016	11.03.2015
579	FAC1959	BXD15	2397	2397	F	CD	Natural	788	07.07.2015	09.02.2017	11.03.2015
580	FAC1964	BXD28	2401	2401	F	CD	Natural	704	08.26.2015	07.30.2017	11.06.2015
581	FAC1966	BXD19	2403	2403	F	CD	Natural	630	08.13.2015	05.04.2017	11.06.2015
582	FAC1969	BXD19	2406	2406	F	CD	Natural	852	08.15.2015	12.14.2017	11.06.2015
583	FAC1973	BXD27	2410	2410	F	CD	Natural	698	08.13.2015	07.11.2017	11.06.2015
584	FAC1976	BXD6	2413	2413	F	CD	Natural	862	08.11.2015	12.20.2017	11.06.2015
585	FAC1983	BXD16	2420	2420	F	CD	Natural	500	08.13.2015	12.25.2016	11.06.2015
586	FAC1984	BXD16	2421	2421	F	CD	Natural	340	08.13.2015	07.18.2016	11.06.2015
587	FAC1987	BXD6	2424	2424	F	CD	Natural	604	09.13.2015	05.09.2017	11.06.2015
588	FAC1989	BXD16	2426	2426	F	CD	Natural	557	09.15.2015	03.25.2017	11.06.2015
589	FAC1992	BXD19	2429	2429	F	CD	Natural	520	09.03.2015	02.04.2017	11.06.2015
590	FAC1995	BXD27	2432	2432	F	CD	Natural	787	09.01.2015	10.27.2017	11.06.2015
591	FAC1998	BXD28	2435	2435	F	CD	Natural	974	09.15.2015	05.16.2018	11.06.2015
592	FAC1999	BXD28	2436	2436	F	CD	Natural	861	09.15.2015	01.23.2018	11.06.2015
593	FAC2007	BXD8	2444	2444	F	CD	Natural	324	09.09.2015	07.29.2016	11.06.2015
594	FAC2010	BXD8	2447	2447	F	CD	Natural	224	09.20.2015	05.01.2016	11.06.2015
595	FAC2011	BXD8	2448	2448	F	CD	Natural	557	09.20.2015	03.30.2017	11.06.2015
596	FAC2014	BXD86	2451	2451	F	CD	Natural	294	10.16.2015	08.05.2016	01.14.2016
597	FAC2019	BXD77	2456	2456	F	CD	Natural	931	12.10.2015	06.28.2018	01.14.2016
598	FAC2021	BXD6	2458	2458	F	CD	Natural	622	11.05.2015	07.19.2017	01.14.2016
599	FAC2022	BXD6	2459	2459	F	CD	Natural	508	11.05.2015	03.27.2017	01.14.2016
600	FAC2029	BXD84	2466	2466	F	CD	Natural	554	12.09.2015	06.15.2017	01.14.2016
601	FAC2030	BXD90	2467	2467	F	CD	Natural	734	11.24.2015	11.27.2017	01.14.2016
602	FAC2034	BXD51	2471	2471	F	CD	Natural	793	10.18.2015	12.19.2017	01.14.2016
603	FAC2042	BXD62	2479	2479	F	CD	Natural	529	11.04.2015	04.16.2017	01.14.2016
604	FAC2043	BXD62	2480	2480	F	CD	Natural	795	11.04.2015	01.07.2018	01.14.2016
605	FAC2046	BXD24	2483	2483	F	CD	Natural	851	11.13.2015	03.13.2018	01.14.2016
606	FAC2047	BXD24	2484	2484	F	CD	Natural	553	11.13.2015	05.19.2017	01.14.2016
607	FAC2048	BXD24	2485	2485	F	CD	Natural	972	08.18.2015	04.16.2018	01.14.2016
608	FAC2053	BXD62	2490	2490	F	CD	Natural	636	08.12.2015	05.09.2017	01.14.2016
609	FAC2054	BXD62	2491	2491	F	CD	Natural	927	08.12.2015	02.24.2018	01.14.2016
610	FAC2067	DBA/2J	2504	2504	F	CD	Natural	490	08.13.2015	12.15.2016	01.14.2016
611	FAC2068	DBA/2J	2505	2505	F	CD	Natural	845	08.13.2015	12.05.2017	01.14.2016
612	FAC2071	BXD77	2508	2508	F	CD	Natural	799	07.28.2015	10.04.2017	01.14.2016
613	FAC2072	BXD16	2509	2509	F	CD	Natural	522	10.30.2015	04.04.2017	01.14.2016
614	FAC2073	BXD16	2510	2510	F	CD	Natural	503	10.30.2015	03.16.2017	01.14.2016
615	FAC2078	BXD16	2515	2515	F	CD	Natural	603	10.30.2015	06.24.2017	01.14.2016
616	FAC2079	BXD19	2516	2516	F	CD	Natural	779	10.20.2015	12.07.2017	01.14.2016
617	FAC2089	BXD18	2526	2526	F	CD	Natural	198	10.07.2015	04.22.2016	01.15.2016
618	FAC2090	BXD18	2527	2527	F	CD	Natural	419	10.28.2015	12.20.2016	01.15.2016
619	FAC2096	BXD29	2533	2533	F	CD	Natural	1046	10.04.2015	08.15.2018	01.15.2016
620	FAC2102	BXD29	2540	2540	F	CD	Natural	842	10.20.2015	02.08.2018	01.15.2016
621	FAC2106	BXD73	2544	2544	F	CD	Natural	825	01.09.2016	04.13.2018	02.05.2016
622	FAC2111	BXD6	2549	2549	F	CD	Natural	662	12.25.2015	10.17.2017	02.05.2016
623	FAC2113	BXD28	2551	2551	F	CD	Natural	798	12.24.2015	03.01.2018	02.05.2016
624	FAC2114	BXD28	2552	2552	F	CD	Natural	918	12.24.2015	06.29.2018	02.05.2016
625	FAC2115	BXD28	2553	2553	F	CD	Natural	902	12.24.2015	06.13.2018	02.05.2016
626	FAC2116	BXD28	2554	2554	F	CD	Natural	839	12.24.2015	04.11.2018	02.05.2016
627	FAC2124	BXD19	2561	2561	F	CD	Natural	609	01.10.2016	09.10.2017	02.12.2016
628	FAC2125	BXD19	2562	2562	F	CD	Natural	600	01.10.2016	09.01.2017	02.12.2016
629	FAC2129	BXD6	2566	2566	F	CD	Natural	705	01.10.2016	12.15.2017	02.12.2016
630	FAC2130	BXD18	2567	2567	F	CD	Natural	528	01.24.2016	07.05.2017	02.19.2016
631	FAC2131	BXD18	2568	2568	F	CD	Natural	434	01.24.2016	04.02.2017	02.19.2016
632	FAC2145	BXD84	2582	2582	F	CD	Natural	867	05.18.2016	10.02.2018	07.01.2016
633	FAC2146	BXD172	2583	2583	F	CD	Natural	754	05.21.2016	06.14.2018	07.01.2016
634	FAC2147	BXD172	2584	2584	F	CD	Natural	546	05.21.2016	11.18.2017	07.01.2016
635	FAC2160	BXD84	2596	2596	F	CD	Natural	404	07.05.2016	08.13.2017	08.11.2016
636	FAC2164	BXD170	2600	2600	F	CD	Natural	492	07.08.2016	11.12.2017	08.11.2016
637	FAC2166	BXD170	2602	2602	F	CD	Natural	630	07.08.2016	03.30.2018	08.11.2016
638	FAC2169	BXD86	2605	2605	F	CD	Natural	98	06.10.2016	09.16.2016	08.11.2016
639	FAC2172	BXD89	2608	2608	F	CD	Natural	723	06.20.2016	06.13.2018	08.11.2016
640	FAC2175	BXD89	2611	2611	F	CD	Natural	755	07.15.2016	08.09.2018	08.11.2016
641	FAC2183	BXD161	2617	2617	F	CD	Natural	498	07.27.2016	12.07.2017	09.13.2016
642	FAC2185	BXD168	2620	2620	F	CD	Natural	500	07.25.2016	12.07.2017	09.13.2016
643	FAC2189	BXD169	2624	2624	F	CD	Natural	461	08.04.2016	11.08.2017	09.13.2016
644	FAC2193	BXD169	2629	2629	F	CD	Natural	751	08.08.2016	08.29.2018	09.13.2016
645	FAC2195	BXD171	2630	2630	F	CD	Natural	720	08.03.2016	07.24.2018	09.13.2016
646	FAC2197	BXD171	2631	2631	F	CD	Natural	828	08.03.2016	11.09.2018	09.13.2016
647	FAC2199	BXD186	2634	2634	F	CD	Natural	762	08.04.2016	09.05.2018	09.13.2016
648	FAC2203	BXD84	2638	2638	F	CD	Natural	753	07.25.2016	08.17.2018	09.13.2016
649	FAC2209	DBA/2J	2644	2644	F	CD	Natural	607	01.12.2016	09.10.2017	12.13.2016
650	FAC2212	DBA/2J	2646	2646	F	CD	Natural	614	05.02.2016	01.06.2018	12.13.2016
651	FAC2214	DBA/2J	2647	2647	F	CD	Natural	557	05.02.2016	11.10.2017	12.13.2016
652	FAC2215	DBA/2J	2648	2648	F	CD	Natural	772	05.02.2016	06.13.2018	12.13.2016
653	FAC2216	DBA/2J	2649	2649	F	CD	Natural	725	05.02.2016	04.27.2018	12.13.2016
654	FAC2217	DBA/2J	2650	2650	F	CD	Natural	694	05.02.2016	03.27.2018	12.13.2016
655	FAC2218	DBA/2J	2651	2651	F	CD	Natural	532	05.02.2016	10.16.2017	12.13.2016
656	FAC2219	DBA/2J	2652	2652	F	CD	Natural	323	04.08.2016	02.25.2017	12.13.2016
657	FAC2221	DBA/2J	2654	2654	F	CD	Natural	808	04.08.2016	06.25.2018	12.13.2016
658	FAC2222	BXD171	2655	2655	F	CD	Natural	791	09.08.2016	11.08.2018	12.13.2016
659	FAC2224	BXD84	2657	2657	F	CD	Natural	761	08.27.2016	09.27.2018	12.13.2016
660	FAC2231	BXD16	2664	2664	F	CD	Natural	725	10.28.2016	10.23.2018	12.13.2016
661	FAC2238	BXD170	2669	2669	F	CD	Natural	355	11.30.2016	11.20.2017	02.24.2017
662	FAC2239	BXD170	2670	2670	F	CD	Natural	308	11.30.2016	10.04.2017	02.24.2017
663	FAC2244	BXD16	2675	2675	F	CD	Natural	629	01.06.2017	09.27.2018	02.24.2017
664	FAC243	BXD100	262	262	F	HF	Euthanized	520	10.05.2011	03.08.2013	02.10.2012
665	FAC286	BXD48a	308	308	F	HF	Euthanized	564	11.13.2011	05.30.2013	02.13.2012
666	FAC315	BXD100	337	337	F	HF	Euthanized	460	11.13.2011	02.15.2013	02.10.2012
667	FAC351	BXD9	374	374	F	HF	Euthanized	524	09.24.2011	03.01.2013	02.13.2012
668	FAC354	BXD9	377	377	F	HF	Euthanized	425	10.09.2011	12.07.2012	02.13.2012
669	FAC355	BXD24	378	378	F	HF	Euthanized	500	10.15.2011	02.26.2013	02.13.2012
670	FAC361	BXD32	388	388	F	HF	Euthanized	570	11.01.2011	05.24.2013	02.13.2012
671	FAC367	BXD67	395	395	F	HF	Euthanized	626	11.01.2011	07.19.2013	02.13.2012
672	FAC387	BXD74	418	418	F	HF	Euthanized	414	10.26.2011	12.13.2012	02.13.2012
673	FAC411	BXD60	445	445	F	HF	Euthanized	568	11.08.2011	05.29.2013	02.13.2012
674	FAC412	BXD60	446	446	F	HF	Euthanized	297	11.08.2011	08.31.2012	02.13.2012
675	FAC415	BXD102	449	449	F	HF	Euthanized	442	11.03.2011	01.18.2013	02.10.2012
676	FAC431	BXD65b	470	470	F	HF	Euthanized	612	04.18.2011	12.20.2012	02.13.2012
677	FAC583	BXD98	633	633	F	HF	Euthanized	438	01.02.2012	03.15.2013	07.20.2012
678	FAC609	BXD85	659	659	F	HF	Euthanized	610	01.12.2012	09.13.2013	07.20.2012
679	FAC620	BXD29	671	671	F	HF	Euthanized	579	11.20.2011	06.21.2013	07.20.2012
680	FAC664	BXD101	719	719	F	HF	Euthanized	669	01.12.2012	11.11.2013	07.20.2012
681	FAC668	BXD56	723	723	F	HF	Euthanized	327	03.12.2012	02.02.2013	07.20.2012
682	FAC731	BXD101	793	793	F	HF	Euthanized	262	03.27.2012	12.14.2012	07.20.2012
683	FAC732	BXD101	794	794	F	HF	Euthanized	353	03.27.2012	03.15.2013	07.20.2012
684	FAC733	BXD101	795	795	F	HF	Euthanized	518	03.27.2012	08.27.2013	07.20.2012
685	FAC795	BXD95	858	858	F	HF	Euthanized	554	02.14.2012	08.21.2013	07.20.2012
686	FAC799	BXD95	862	862	F	HF	Euthanized	500	08.30.2011	01.11.2013	07.20.2012
687	FAC808	BXD91	871	871	F	HF	Euthanized	851	03.26.2012	07.25.2014	07.20.2012
688	FAC810	BXD91	873	873	F	HF	Euthanized	858	03.19.2012	07.25.2014	07.20.2012
689	FAC1238	BXD51	1457	1457	F	HF	Euthanized	575	02.03.2014	09.01.2015	04.11.2014
690	FAC1310	BXD98	1577	1523	F	HF	Euthanized	468	01.11.2014	04.24.2015	04.11.2014
691	FAC1392	BXD40	1704	1704	F	HF	Euthanized	254	04.28.2014	01.07.2015	07.25.2014
692	FAC1522	BXD56	1892	1892	F	HF	Euthanized	611	06.17.2014	02.18.2016	10.22.2014
693	FAC1627	BXD73b	2087	2087	F	HF	Euthanized	951	10.14.2014	05.22.2017	02.06.2015
694	FAC1657	BXD101	2117	2117	F	HF	Euthanized	372	10.13.2014	10.20.2015	02.06.2015
695	FAC1758	BXD28	2200	2200	F	HF	Euthanized	785	06.09.2015	08.02.2017	08.05.2015
696	FAC1759	BXD199	2201	2201	F	HF	Euthanized	800	06.11.2015	08.19.2017	08.05.2015
697	FAC1765	BXD6	2207	2207	F	HF	Euthanized	687	06.02.2015	04.19.2017	08.05.2015
698	FAC1769	BXD19	2211	2211	F	HF	Euthanized	388	06.09.2015	07.01.2016	08.05.2015
699	FAC1776	BXD214	2218	2218	F	HF	Euthanized	491	06.03.2015	10.06.2016	08.05.2015
700	FAC1790	BXD168	2232	2232	F	HF	Euthanized	695	06.20.2015	05.15.2017	08.05.2015
701	FAC1866	BXD175	2307	2307	F	HF	Euthanized	675	07.10.2015	05.15.2017	09.09.2015
702	FAC1881	BXD171	2322	2322	F	HF	Euthanized	541	08.04.2015	01.26.2017	09.09.2015
703	FAC1882	BXD171	2323	2323	F	HF	Euthanized	556	08.04.2015	02.10.2017	09.09.2015
704	FAC1889	BXD170	2328	2328	F	HF	Euthanized	398	07.30.2015	08.31.2016	11.03.2015
705	FAC1895	BXD168	2333	2333	F	HF	Euthanized	665	07.20.2015	05.15.2017	11.03.2015
706	FAC1899	BXD168	2338	2338	F	HF	Euthanized	1079	07.20.2015	07.03.2018	11.03.2015
707	FAC1900	BXD168	2339	2339	F	HF	Euthanized	1016	07.20.2015	05.01.2018	11.03.2015
708	FAC1919	BXD178	2363	2363	F	HF	Euthanized	386	08.03.2015	08.23.2016	11.03.2015
709	FAC1926	BXD172	2366	2366	F	HF	Euthanized	481	07.31.2015	11.23.2016	11.03.2015
710	FAC1934	BXD171	2374	2374	F	HF	Euthanized	650	07.25.2015	05.05.2017	11.03.2015
711	FAC1944	BXD73b	2383	2383	F	HF	Euthanized	881	06.12.2015	11.09.2017	11.03.2015
712	FAC1946	BXD73b	2385	2385	F	HF	Euthanized	832	06.12.2015	09.21.2017	11.03.2015
713	FAC1977	BXD6	2414	2414	F	HF	Euthanized	615	08.11.2015	04.17.2017	11.06.2015
714	FAC1978	BXD6	2415	2415	F	HF	Euthanized	650	08.11.2015	05.22.2017	11.06.2015
715	FAC1980	BXD6	2417	2417	F	HF	Euthanized	686	08.11.2015	06.27.2017	11.06.2015
716	FAC1981	BXD6	2418	2418	F	HF	Euthanized	623	08.11.2015	04.25.2017	11.06.2015
717	FAC1990	BXD16	2427	2427	F	HF	Euthanized	533	09.15.2015	03.01.2017	11.06.2015
718	FAC2017	BXD86	2454	2454	F	HF	Euthanized	930	10.16.2015	05.03.2018	01.14.2016
719	FAC2023	BXD6	2460	2460	F	HF	Euthanized	600	11.05.2015	06.27.2017	01.14.2016
720	FAC2024	BXD6	2461	2461	F	HF	Euthanized	529	11.05.2015	04.17.2017	01.14.2016
721	FAC2055	BXD32	2492	2492	F	HF	Euthanized	621	08.12.2015	04.24.2017	01.14.2016
722	FAC2062	BXD73	2499	2499	F	HF	Euthanized	728	08.05.2015	08.02.2017	01.14.2016
723	FAC2075	BXD16	2512	2512	F	HF	Euthanized	719	10.30.2015	10.18.2017	01.14.2016
724	FAC2076	BXD16	2513	2513	F	HF	Euthanized	644	10.30.2015	08.04.2017	01.14.2016
725	FAC2077	BXD16	2514	2514	F	HF	Euthanized	676	10.30.2015	09.05.2017	01.14.2016
726	FAC2087	BXD18	2524	2524	F	HF	Euthanized	412	10.07.2015	11.22.2016	01.15.2016
727	FAC2098	BXD29	2535	2535	F	HF	Euthanized	767	10.04.2015	11.09.2017	01.15.2016
728	FAC2099	BXD29	2536	2536	F	HF	Euthanized	649	10.04.2015	07.14.2017	01.15.2016
729	FAC2107	BXD73	2545	2545	F	HF	Euthanized	794	01.09.2016	03.13.2018	02.05.2016
730	FAC2108	BXD73	2546	2546	F	HF	Euthanized	654	01.09.2016	10.24.2017	02.05.2016
731	FAC2133	BXD18	2570	2570	F	HF	Euthanized	484	01.24.2016	05.22.2017	02.19.2016
732	FAC2134	BXD18	2571	2571	F	HF	Euthanized	484	01.24.2016	05.22.2017	02.19.2016
733	FAC2163	BXD157	2599	2599	F	HF	Euthanized	836	07.03.2016	10.17.2018	08.11.2016
734	FAC2168	BXD86	2604	2604	F	HF	Euthanized	481	06.10.2016	10.04.2017	08.11.2016
735	FAC2173	BXD101	2609	2609	F	HF	Euthanized	479	05.30.2016	09.21.2017	08.11.2016
736	FAC2192	BXD169	2627	2627	F	HF	Euthanized	694	08.08.2016	07.03.2018	09.13.2016
737	FAC2249	BXD16	2680	2680	F	HF	Euthanized	611	01.16.2017	09.19.2018	02.24.2017
738	FAC2269	BXD191	2698	2698	F	HF	Euthanized	258	10.18.2017	07.03.2018	12.07.2017
739	FAC2317	BXD172	2747	2747	F	HF	Euthanized	239	12.19.2017	08.15.2018	02.23.2018
740	FAC015	BXD61	15	15	F	HF	Natural	673	01.12.2011	11.15.2012	02.13.2012
741	FAC025	BXD74	29	29	F	HF	Natural	706	01.07.2011	12.13.2012	02.13.2012
742	FAC044	BXD98	53	53	F	HF	Natural	360	05.02.2011	04.26.2012	02.13.2012
743	FAC063	BXD98	74	74	F	HF	Natural	667	06.27.2011	04.24.2013	02.13.2012
744	FAC067	BXD102	78	78	F	HF	Natural	905	04.03.2011	09.24.2013	03.12.2012
745	FAC068	BXD102	79	79	F	HF	Natural	856	04.03.2011	08.06.2013	03.12.2012
746	FAC069	BXD102	80	80	F	HF	Natural	661	04.03.2011	01.23.2013	03.12.2012
747	FAC070	BXD102	81	81	F	HF	Natural	816	05.02.2011	07.26.2013	03.12.2012
748	FAC088	BXD12	99	99	F	HF	Natural	593	08.13.2011	03.28.2013	02.13.2012
749	FAC097	BXD63	108	108	F	HF	Natural	862	03.06.2011	07.15.2013	02.13.2012
750	FAC099	BXD63	110	110	F	HF	Natural	776	03.06.2011	04.20.2013	02.13.2012
751	FAC100	BXD63	111	111	F	HF	Natural	655	03.06.2011	12.20.2012	02.13.2012
752	FAC101	BXD67	112	112	F	HF	Natural	927	11.09.2010	05.24.2013	02.13.2012
753	FAC116	BXD48	131	131	F	HF	Natural	453	10.15.2011	01.10.2013	02.13.2012
754	FAC118	BXD48	133	133	F	HF	Natural	453	10.15.2011	01.10.2013	02.13.2012
755	FAC120	BXD48	135	135	F	HF	Natural	737	09.09.2011	09.15.2013	02.13.2012
756	FAC122	BXD48	137	137	F	HF	Natural	462	10.06.2011	01.10.2013	02.13.2012
757	FAC126	BXD70	141	141	F	HF	Natural	686	09.28.2011	08.14.2013	02.13.2012
758	FAC128	BXD73	143	143	F	HF	Natural	778	09.26.2011	11.12.2013	02.13.2012
759	FAC129	BXD73	144	144	F	HF	Natural	721	09.26.2011	09.16.2013	02.13.2012
760	FAC134	BXD77	149	149	F	HF	Natural	513	09.19.2011	02.13.2013	02.13.2012
761	FAC137	BXD102	152	152	F	HF	Natural	737	10.17.2011	10.23.2013	02.10.2012
762	FAC139	BXD102	154	154	F	HF	Natural	940	10.17.2011	05.14.2014	02.10.2012
763	FAC141	BXD102	156	156	F	HF	Natural	708	09.12.2011	08.20.2013	02.10.2012
764	FAC143	BXD70	158	158	F	HF	Natural	674	10.20.2011	08.24.2013	02.13.2012
765	FAC145	BXD70	160	160	F	HF	Natural	664	10.20.2011	08.14.2013	02.13.2012
766	FAC147	BXD60	162	162	F	HF	Natural	563	10.16.2011	05.01.2013	02.13.2012
767	FAC149	BXD60	164	164	F	HF	Natural	521	10.16.2011	03.20.2013	02.13.2012
768	FAC153	BXD60	168	168	F	HF	Natural	577	10.02.2011	05.01.2013	02.13.2012
769	FAC157	BXD32	172	172	F	HF	Natural	656	10.16.2011	08.02.2013	02.13.2012
770	FAC159	BXD32	174	174	F	HF	Natural	695	09.07.2011	08.02.2013	02.13.2012
771	FAC165	BXD89	180	180	F	HF	Natural	751	09.19.2011	10.09.2013	02.13.2012
772	FAC175	BXD24	193	193	F	HF	Natural	703	09.03.2011	08.06.2013	02.13.2012
773	FAC178	BXD9	196	196	F	HF	Natural	393	10.03.2011	10.30.2012	02.13.2012
774	FAC180	BXD9	198	198	F	HF	Natural	359	10.03.2011	09.26.2012	02.13.2012
775	FAC182	BXD9	200	200	F	HF	Natural	388	10.08.2011	10.30.2012	02.13.2012
776	FAC186	BXD9	204	204	F	HF	Natural	503	10.08.2011	02.22.2013	02.13.2012
777	FAC189	BXD12	207	207	F	HF	Natural	695	10.02.2011	08.27.2013	02.13.2012
778	FAC194	BXD48a	212	212	F	HF	Natural	424	09.17.2011	11.14.2012	02.13.2012
779	FAC208	BXD102	226	226	F	HF	Natural	662	09.10.2011	07.03.2013	02.10.2012
780	FAC210	BXD102	228	228	F	HF	Natural	739	09.10.2011	09.18.2013	02.10.2012
781	FAC212	BXD102	230	230	F	HF	Natural	949	09.18.2011	04.24.2014	02.10.2012
782	FAC241	BXD100	260	260	F	HF	Natural	239	10.05.2011	05.31.2012	02.10.2012
783	FAC245	BXD100	264	264	F	HF	Natural	749	10.05.2011	10.23.2013	02.10.2012
784	FAC247	BXD73b	266	266	F	HF	Natural	880	08.26.2011	01.22.2014	02.13.2012
785	FAC249	BXD27	268	268	F	HF	Natural	280	08.09.2011	05.15.2012	02.13.2012
786	FAC251	BXD27	270	270	F	HF	Natural	280	08.09.2011	05.15.2012	02.13.2012
787	FAC257	BXD34	276	276	F	HF	Natural	584	09.10.2011	04.16.2013	02.13.2012
788	FAC258	BXD39	277	277	F	HF	Natural	554	09.29.2011	04.05.2013	02.13.2012
789	FAC260	BXD56	279	279	F	HF	Natural	677	10.02.2011	08.09.2013	02.13.2012
790	FAC262	BXD56	281	281	F	HF	Natural	529	10.02.2011	03.14.2013	02.13.2012
791	FAC264	BXD56	283	283	F	HF	Natural	486	10.02.2011	01.30.2013	02.13.2012
792	FAC266	BXD56	285	285	F	HF	Natural	541	10.02.2011	03.26.2013	02.13.2012
793	FAC268	BXD34	287	287	F	HF	Natural	475	09.28.2011	01.15.2013	02.13.2012
794	FAC270	BXD39	292	292	F	HF	Natural	491	09.10.2011	01.13.2013	02.13.2012
795	FAC272	BXD29	294	294	F	HF	Natural	867	10.04.2011	02.17.2014	02.13.2012
796	FAC275	BXD87	297	297	F	HF	Natural	447	11.16.2011	02.05.2013	02.13.2012
797	FAC282	BXD48a	304	304	F	HF	Natural	650	11.13.2011	08.24.2013	02.13.2012
798	FAC284	BXD48a	306	306	F	HF	Natural	485	11.13.2011	03.12.2013	02.13.2012
799	FAC287	BXD55	309	309	F	HF	Natural	705	10.20.2011	09.24.2013	02.13.2012
800	FAC289	BXD55	311	311	F	HF	Natural	677	10.20.2011	08.27.2013	02.13.2012
801	FAC291	BXD60	313	313	F	HF	Natural	663	11.18.2011	09.11.2013	02.13.2012
802	FAC293	BXD60	315	315	F	HF	Natural	530	11.18.2011	05.01.2013	02.13.2012
803	FAC295	BXD60	317	317	F	HF	Natural	584	10.10.2011	05.16.2013	02.13.2012
804	FAC297	BXD60	319	319	F	HF	Natural	701	10.10.2011	09.10.2013	02.13.2012
805	FAC299	BXD60	321	321	F	HF	Natural	517	10.10.2011	03.10.2013	02.13.2012
806	FAC301	BXD100	323	323	F	HF	Natural	658	10.31.2011	08.19.2013	02.10.2012
807	FAC303	BXD100	325	325	F	HF	Natural	626	10.31.2011	07.18.2013	02.10.2012
808	FAC310	BXD77	332	332	F	HF	Natural	681	10.24.2011	09.04.2013	02.13.2012
809	FAC312	BXD77	334	334	F	HF	Natural	441	10.24.2011	01.07.2013	02.13.2012
810	FAC313	BXD100	335	335	F	HF	Natural	678	11.13.2011	09.21.2013	02.10.2012
811	FAC317	BXD100	339	339	F	HF	Natural	892	10.24.2011	04.03.2014	02.10.2012
812	FAC319	BXD100	341	341	F	HF	Natural	633	10.24.2011	07.18.2013	02.10.2012
813	FAC321	BXD100	343	343	F	HF	Natural	573	11.03.2011	05.29.2013	02.10.2012
814	FAC323	BXD100	345	345	F	HF	Natural	634	11.03.2011	07.29.2013	02.10.2012
815	FAC325	BXD100	347	347	F	HF	Natural	640	11.03.2011	08.04.2013	02.10.2012
816	FAC330	BXD48a	352	352	F	HF	Natural	573	07.30.2011	02.22.2013	02.13.2012
817	FAC333	BXD43	355	355	F	HF	Natural	713	08.09.2011	07.22.2013	02.13.2012
818	FAC334	BXD13	356	356	F	HF	Natural	370	08.25.2011	08.29.2012	02.13.2012
819	FAC343	BXD9	366	366	F	HF	Natural	342	09.22.2011	08.29.2012	02.13.2012
820	FAC349	BXD9	372	372	F	HF	Natural	688	09.24.2011	08.12.2013	02.13.2012
821	FAC353	BXD9	376	376	F	HF	Natural	593	10.09.2011	05.24.2013	02.13.2012
822	FAC357	BXD48a	380	380	F	HF	Natural	536	07.30.2011	01.16.2013	02.13.2012
823	FAC359	BXD32	382	382	F	HF	Natural	681	09.19.2011	07.31.2013	02.13.2012
824	FAC363	BXD32	390	390	F	HF	Natural	601	11.01.2011	06.24.2013	02.13.2012
825	FAC368	BXD90	396	396	F	HF	Natural	587	10.21.2011	05.30.2013	02.13.2012
826	FAC369	BXD90	397	397	F	HF	Natural	391	10.21.2011	11.15.2012	02.13.2012
827	FAC370	BXD90	398	398	F	HF	Natural	335	10.21.2011	09.20.2012	02.13.2012
828	FAC371	BXD90	399	399	F	HF	Natural	663	10.21.2011	08.14.2013	02.13.2012
829	FAC372	BXD69	400	400	F	HF	Natural	626	10.18.2011	07.05.2013	02.13.2012
830	FAC374	BXD69	402	402	F	HF	Natural	771	10.18.2011	11.27.2013	02.13.2012
831	FAC375	BXD87	403	403	F	HF	Natural	389	10.07.2011	10.30.2012	02.13.2012
